Epoch,Events,Error
1,Train,0.4489079644282659
1,Validation,0.13937542960047722
2,Train,0.2177618220448494
2,Validation,0.10462320446968079
3,Train,0.15585149923960367
3,Validation,0.13021599277853965
4,Train,0.1262801058590412
4,Validation,0.4996712777763605
5,Train,0.09406118641297022
5,Validation,0.25130861550569533
6,Train,0.06900352338949839
6,Validation,0.20303373485803605
7,Train,0.09102795782188575
7,Validation,0.0849118884652853
8,Train,0.061271821210781736
8,Validation,0.06355951763689519
9,Train,0.06536816085378329
9,Validation,0.19410926327109337
10,Train,0.059722030783692995
10,Validation,0.108147756382823
11,Train,0.04397891722619533
11,Validation,0.08616650514304638
12,Train,0.03398643800367911
12,Validation,0.11850106939673424
13,Train,0.029804807032148044
13,Validation,0.11934818550944329
14,Train,0.03458779454231262
14,Validation,0.11969650983810425
15,Train,0.032011789021392664
15,Validation,0.07746675796806812
16,Train,0.03133267778903246
16,Validation,0.11454652026295661
17,Train,0.026070865554114184
17,Validation,0.07265041135251522
18,Train,0.027281167233983675
18,Validation,0.08914209082722664
19,Train,0.025514844991266727
19,Validation,0.10970110669732094
20,Train,0.025675201416015626
20,Validation,0.08646570444107056
21,Train,0.02467668807754914
21,Validation,0.07868774756789207
22,Train,0.023294042175014813
22,Validation,0.08478490710258484
23,Train,0.02323492243885994
23,Validation,0.08606524467468261
24,Train,0.02284762809673945
24,Validation,0.09839993342757225
25,Train,0.023100715999801954
25,Validation,0.08842666670680047
26,Train,0.02277676605929931
26,Validation,0.07642825916409493
27,Train,0.022323544261356194
27,Validation,0.09767040610313416
28,Train,0.021904472013314566
28,Validation,0.09156007915735245
29,Train,0.023410018471380075
29,Validation,0.08367933630943299
30,Train,0.022822251108785472
30,Validation,0.07523827627301216
