Epoch,Events,Error
1,Train,0.3270377587527037
2,Train,0.19194401614367962
3,Train,0.16145690940320492
4,Train,0.12128922361880541
5,Train,0.0857315981760621
6,Train,0.06306290235370397
7,Train,0.07107580788433551
8,Train,0.07393704168498516
9,Train,0.06883202716708184
10,Train,0.05616846401244402
11,Train,0.039650638960301875
12,Train,0.03712991969659925
13,Train,0.033747981768101454
14,Train,0.0347777315415442
15,Train,0.032213806500658394
16,Train,0.03089962652884424
17,Train,0.030819279653951526
18,Train,0.029450793471187352
19,Train,0.028852464584633707
20,Train,0.027187136141583322
21,Train,0.026285012857988475
22,Train,0.02632576054893434
23,Train,0.025916683441027998
24,Train,0.026032969821244478
25,Train,0.02620951784774661
26,Train,0.025049722148105504
27,Train,0.025731885293498635
28,Train,0.02483077608048916
29,Train,0.026159505266696213
30,Train,0.02547771674580872
