Epoch,Events,Error
1,Train,0.41373760054508846
1,Validation,0.09119111225008965
2,Train,0.2204136734207471
2,Validation,0.12151489369571208
3,Train,0.17087420125802358
3,Validation,0.1111819364130497
4,Train,0.1342639202872912
4,Validation,0.4688077729195356
5,Train,0.10114695057272911
5,Validation,0.20466312915086746
6,Train,0.08943719466527303
6,Validation,0.09173007532954217
7,Train,0.08327502533793449
7,Validation,0.31516697257757187
8,Train,0.09868056637545426
8,Validation,0.07892134450376034
9,Train,0.12684775938590367
9,Validation,0.07646104879677296
10,Train,0.08975899269183477
10,Validation,0.10985989272594451
11,Train,0.06295879023770491
11,Validation,0.0787571594119072
12,Train,0.05713773953417937
12,Validation,0.05339343063533306
13,Train,0.058571927497784296
13,Validation,0.11534921303391457
14,Train,0.0496209184328715
14,Validation,0.0930963084101677
15,Train,0.05066863795121511
15,Validation,0.10653318092226982
16,Train,0.04795474683245023
16,Validation,0.10215927511453629
17,Train,0.049141492073734604
17,Validation,0.09303012266755104
18,Train,0.04706252713998159
18,Validation,0.052871179580688474
19,Train,0.044417562708258626
19,Validation,0.07169114425778389
20,Train,0.044213817144433655
20,Validation,0.10405135080218315
21,Train,0.044273523489634196
21,Validation,0.08886937722563744
22,Train,0.04329540468752384
22,Validation,0.07902340814471245
23,Train,0.04364451753596465
23,Validation,0.08250694423913955
24,Train,0.0446380532036225
24,Validation,0.06763353310525418
25,Train,0.043799862389763196
25,Validation,0.08328076153993606
26,Train,0.0439774946620067
26,Validation,0.09023969024419784
27,Train,0.043386304875214894
27,Validation,0.07229649350047111
28,Train,0.04266658214231332
28,Validation,0.10368675142526626
29,Train,0.042579459771513936
29,Validation,0.07678711600601673
30,Train,0.042540640011429785
30,Validation,0.09889277368783951
