Epoch,Events,Error
1,Train,0.35932835303246974
2,Train,0.18905319310724736
3,Train,0.14911316763609647
4,Train,0.10678296554833651
5,Train,0.07888257233425974
6,Train,0.07647956898435951
7,Train,0.07449901048094035
8,Train,0.07024195119738579
9,Train,0.06130827981978655
10,Train,0.08046548813581467
11,Train,0.054294443875551227
12,Train,0.04983304711058736
13,Train,0.049553918093442915
14,Train,0.04398789750412106
15,Train,0.04257509000599384
16,Train,0.04043922070413828
17,Train,0.03797627161256969
18,Train,0.03675993978977203
19,Train,0.033460508845746514
20,Train,0.035045015858486295
21,Train,0.03390826042741537
22,Train,0.03173876386135817
23,Train,0.032655978389084336
24,Train,0.032769557228311895
25,Train,0.03247276884503662
26,Train,0.03090084735304117
27,Train,0.031732770660892126
28,Train,0.03084371513687074
29,Train,0.031918595638126136
30,Train,0.03242835230194032
