Epoch,Events,Error
1,Train,0.3637629202567041
1,Validation,0.28901662677526474
2,Train,0.20744252623990178
2,Validation,0.20243795588612556
3,Train,0.18514535762369633
3,Validation,0.17672724090516567
4,Train,0.15692073851823807
4,Validation,0.15121016465127468
5,Train,0.13011231273412704
5,Validation,0.1272495836019516
6,Train,0.11037326604127884
6,Validation,0.18156651593744755
7,Train,0.0878629342187196
7,Validation,0.10387557931244373
8,Train,0.07884577894583344
8,Validation,0.24851308576762676
9,Train,0.06351342948619276
9,Validation,0.09285662788897753
10,Train,0.07403634651564062
10,Validation,1.102890506386757
11,Train,0.0494336886331439
11,Validation,0.04319284250959754
12,Train,0.042656200123019516
12,Validation,0.053189259953796864
13,Train,0.039522296632640064
13,Validation,0.034119651187211275
14,Train,0.038172364700585604
14,Validation,0.05605741869658232
15,Train,0.036133259476628155
15,Validation,0.06981166172772646
16,Train,0.034638316254131496
16,Validation,0.03723935876041651
17,Train,0.034094074508175254
17,Validation,0.06392971333116293
18,Train,0.032236973696853966
18,Validation,0.21357507817447186
19,Train,0.03440300474176183
19,Validation,0.16732287034392357
20,Train,0.030005132022779435
20,Validation,0.03278766688890755
21,Train,0.028151858889032155
21,Validation,0.03032450657337904
22,Train,0.027715422911569476
22,Validation,0.02414204296655953
23,Train,0.026708638586569577
23,Validation,0.024340978590771556
24,Train,0.027149538218509406
24,Validation,0.0302589051425457
25,Train,0.026377272442914546
25,Validation,0.0547756920568645
26,Train,0.02698955882806331
26,Validation,0.0236801381688565
27,Train,0.026390710612758994
27,Validation,0.027316029649227858
28,Train,0.026015643728896976
28,Validation,0.03027113969437778
29,Train,0.027598261076491326
29,Validation,0.030725335935130715
30,Train,0.027874897292349488
30,Validation,0.037012647837400436
