Epoch,Events,Error
1,Train,0.4551828730512749
1,Validation,0.28487323224544525
2,Train,0.23096805641596968
2,Validation,0.19414560496807098
3,Train,0.1664963879368522
3,Validation,0.13989496095613999
4,Train,0.13378969342871147
4,Validation,0.12681018561124802
5,Train,0.11709187670864842
5,Validation,0.10686242512681267
6,Train,0.09814724292267453
6,Validation,0.09468375146389008
7,Train,0.08895891210572286
7,Validation,0.08038556237112392
8,Train,0.08348053456707434
8,Validation,0.3457104238596829
9,Train,0.07599245045672763
9,Validation,0.09058671512387016
10,Train,0.07274231179194017
10,Validation,0.09002520618113605
11,Train,0.05594426274976947
11,Validation,0.046735350719907066
12,Train,0.04647490432993932
12,Validation,0.04680639640851454
13,Train,0.04235023522580212
13,Validation,0.037891036746176804
14,Train,0.03840242576023394
14,Validation,0.03518397530371493
15,Train,0.03718617185950279
15,Validation,0.03309994258663871
16,Train,0.035315331452610815
16,Validation,0.04451911490071903
17,Train,0.034888511057943106
17,Validation,0.03994850306348367
18,Train,0.03329158400778066
18,Validation,0.027359575202519245
19,Train,0.030595835806293922
19,Validation,0.02968534454703331
20,Train,0.028530889317731966
20,Validation,0.02529445527629419
21,Train,0.02788098846477541
21,Validation,0.02355717478150671
22,Train,0.026451461313461714
22,Validation,0.023322488435290077
23,Train,0.026664226823909717
23,Validation,0.0231921813366088
24,Train,0.026045077480375767
24,Validation,0.023204653269865295
25,Train,0.02537623361091722
25,Validation,0.02349603616378524
26,Train,0.025191439993002197
26,Validation,0.022813552143898876
27,Train,0.025680854154581375
27,Validation,0.02266972749070688
28,Train,0.025646381672810425
28,Validation,0.022725349630821835
29,Train,0.025721904821693897
29,Validation,0.022693483836271545
30,Train,0.026050631591880865
30,Validation,0.022559315982190044
