Epoch,Events,Error
1,Train,0.28343918919563293
1,Validation,0.14521849697286432
2,Train,0.10242068479684266
2,Validation,0.2589603513479233
3,Train,0.06637513171881437
3,Validation,0.09993140670386227
4,Train,0.050520986233922566
4,Validation,0.08384418961676685
5,Train,0.03776309761980718
5,Validation,0.04662112823941491
6,Train,0.03295062363825061
6,Validation,0.020754283294081688
7,Train,0.020335718227381058
7,Validation,0.016850137659771877
8,Train,0.023470983777025885
8,Validation,0.013216229748319496
9,Train,0.02801266881975938
9,Validation,0.025647740641778164
10,Train,0.019989363616332412
10,Validation,0.11166649040850726
11,Train,0.013453299095007505
11,Validation,0.00586388704620979
12,Train,0.010204128328372131
12,Validation,0.007236903745003722
13,Train,0.011786261562850665
13,Validation,0.00671298789199103
14,Train,0.009260901091196998
14,Validation,0.00593575881794095
15,Train,0.008653532300906425
15,Validation,0.004977704068137841
16,Train,0.008257222213697705
16,Validation,0.005001769020137462
17,Train,0.007628202332522382
17,Validation,0.004793499088422818
18,Train,0.00825974844734777
18,Validation,0.00446144085038792
19,Train,0.007831606823443011
19,Validation,0.006196630568328229
20,Train,0.009095532216385684
20,Validation,0.006456741131842136
21,Train,0.008379839942790568
21,Validation,0.004034363643520258
22,Train,0.007302463139322671
22,Validation,0.004744825207374312
23,Train,0.007936130187855188
23,Validation,0.0038784100801091304
24,Train,0.00801667266271331
24,Validation,0.0040030292319980535
25,Train,0.0062604756835340095
25,Validation,0.004064371703531255
26,Train,0.007555934865112332
26,Validation,0.003987874370068312
27,Train,0.007280038891952823
27,Validation,0.003898387605493719
28,Train,0.006985835688696666
28,Validation,0.0038762632334096866
29,Train,0.006811534954150292
29,Validation,0.003958135398782112
30,Train,0.007055574424818836
30,Validation,0.003812124423513358
