Epoch,Events,Error
1,Train,0.3257246810942888
2,Train,0.1713586250320077
3,Train,0.12895367983728648
4,Train,0.10106895742937923
5,Train,0.07941796858794987
6,Train,0.07444332065060735
7,Train,0.06788989608176052
8,Train,0.0579734590370208
9,Train,0.07502432772889733
10,Train,0.062497281841933726
11,Train,0.04508156762458384
12,Train,0.03783520443830639
13,Train,0.0345992477145046
14,Train,0.03107731486670673
15,Train,0.033997244737111035
16,Train,0.027672177413478494
17,Train,0.028059514751657844
18,Train,0.025970901409164072
19,Train,0.027595276082865893
20,Train,0.023706223466433585
21,Train,0.022095514461398125
22,Train,0.02230344801209867
23,Train,0.021650991518981755
24,Train,0.021418099477887153
25,Train,0.020773845014628024
26,Train,0.02158475141040981
27,Train,0.021972144721075892
28,Train,0.021307251730468123
29,Train,0.02055163061013445
30,Train,0.021027105662506075
