Epoch,Events,Error
1,Train,0.45528358444571493
2,Train,0.23292448855936526
3,Train,0.19053225181996822
4,Train,0.16809633746743202
5,Train,0.14197904989123344
6,Train,0.12603293135762214
7,Train,0.11391654219478368
8,Train,0.099960414506495
9,Train,0.09284180831164121
10,Train,0.08623414505273104
11,Train,0.07423426387831569
12,Train,0.061829411797225474
13,Train,0.05928368186578155
14,Train,0.05673728222027421
15,Train,0.0543726297095418
16,Train,0.0533539179712534
17,Train,0.05260887863114476
18,Train,0.04957323195412755
19,Train,0.049015311244875195
20,Train,0.04709302457049489
21,Train,0.044732899591326716
22,Train,0.04350968794897199
23,Train,0.04503890220075846
24,Train,0.04295427687466145
25,Train,0.0421253327280283
26,Train,0.04276929143816233
27,Train,0.042414665780961515
28,Train,0.04179398026317358
29,Train,0.04380021067336202
30,Train,0.041677817702293396
