Epoch,Events,Error
1,Train,0.3425689646974206
1,Validation,0.2835405971854925
2,Train,0.20938334427773952
2,Validation,0.2134172786027193
3,Train,0.20171136548742652
3,Validation,0.20206348411738873
4,Train,0.1953278169967234
4,Validation,0.19578888826072216
5,Train,0.18792646704241633
5,Validation,0.18632527254521847
6,Train,0.1781962071545422
6,Validation,0.1704621035605669
7,Train,0.15389688918367028
7,Validation,0.13869264163076878
8,Train,0.12845841515809298
8,Validation,0.13170403335243464
9,Train,0.1160349405836314
9,Validation,0.8776223510503769
10,Train,0.09685087110847235
10,Validation,0.9420876204967499
11,Train,0.08000845916103572
11,Validation,0.09043815638870001
12,Train,0.07598228799179196
12,Validation,0.0814819224178791
13,Train,0.07313241518568248
13,Validation,0.08468791283667088
14,Train,0.07458733685780317
14,Validation,0.07378001045435667
15,Train,0.07184877048712224
15,Validation,0.09681541565805674
16,Train,0.07116474234499037
16,Validation,0.08040500059723854
17,Train,0.06909536919556558
17,Validation,0.07095464179292321
18,Train,0.06867333559785038
18,Validation,0.0780731700360775
19,Train,0.06964154564775527
19,Validation,0.11665906384587288
20,Train,0.06772484036628157
20,Validation,0.17363482899963856
21,Train,0.06613510637544096
21,Validation,0.07134461821988225
22,Train,0.06366851192433387
22,Validation,0.06485548755154014
23,Train,0.06275474035646766
23,Validation,0.06244092434644699
24,Train,0.06247060268651694
24,Validation,0.0629123542457819
25,Train,0.06403175939340144
25,Validation,0.06341536017134786
26,Train,0.06336026918143034
26,Validation,0.0615593520924449
27,Train,0.06179013184737414
27,Validation,0.06179934646934271
28,Train,0.06235898064915091
28,Validation,0.06223388575017452
29,Train,0.0617626040475443
29,Validation,0.06187753099948168
30,Train,0.06244878575671464
30,Validation,0.06094708014279604
