Epoch,Events,Error
1,Train,0.4207028791308403
2,Train,0.2209742423146963
3,Train,0.18824687264859677
4,Train,0.1678001020103693
5,Train,0.14084743969142438
6,Train,0.12065213955938817
7,Train,0.10131386891007424
8,Train,0.0923321545124054
9,Train,0.08873734399676322
10,Train,0.07926210109144449
11,Train,0.06572224078699947
12,Train,0.059579018596559764
13,Train,0.055405502952635285
14,Train,0.05353054041042924
15,Train,0.05149792358279228
16,Train,0.05091784028336406
17,Train,0.04962585065513849
18,Train,0.04927718546241522
19,Train,0.0452824299223721
20,Train,0.04556161686778069
21,Train,0.0417038269340992
22,Train,0.040341390389949085
23,Train,0.04101222660392523
24,Train,0.04181874413043261
25,Train,0.03988176826387644
26,Train,0.03965129991993308
27,Train,0.039914242923259735
28,Train,0.03982443055137992
29,Train,0.03991179326549173
30,Train,0.039440457429736855
