Epoch,Events,Error
1,Train,0.5516011267900467
1,Validation,0.436795711517334
2,Train,0.30991287032763165
2,Validation,0.2733849287033081
3,Train,0.19587510327498117
3,Validation,0.1938470204671224
4,Train,0.1546413190662861
4,Validation,0.1498087098201116
5,Train,0.13425801942745844
5,Validation,0.13101441661516824
6,Train,0.11990002356469631
6,Validation,0.11756479491790135
7,Train,0.10943896075089772
7,Validation,0.11427208036184311
8,Train,0.10126373109718163
8,Validation,0.11054397622744243
9,Train,0.09427716210484505
9,Validation,0.11576378097136815
10,Train,0.08444439868132274
10,Validation,0.08192781607309978
11,Train,0.07815734359125297
11,Validation,0.07730208585659663
12,Train,0.07649289071559906
12,Validation,0.0751193289955457
13,Train,0.07539279945194721
13,Validation,0.07449005792538325
14,Train,0.07443501489857833
14,Validation,0.07372108101844788
15,Train,0.07294348441064358
15,Validation,0.07169816891352336
16,Train,0.07246486408015092
16,Validation,0.07052609324455261
17,Train,0.0713232799122731
17,Validation,0.06936979790528615
18,Train,0.07000955194234848
18,Validation,0.06883420795202255
19,Train,0.06926269332567851
19,Validation,0.06765373547871907
20,Train,0.06879052581886451
20,Validation,0.06707664330800374
21,Train,0.06759664602577686
21,Validation,0.06621263672908147
22,Train,0.06741926322380702
22,Validation,0.06606173266967137
23,Train,0.06767281952003638
23,Validation,0.06591461598873138
24,Train,0.0671074924369653
24,Validation,0.06572228173414867
25,Train,0.06714849856992562
25,Validation,0.0655555600921313
26,Train,0.06729635503143072
26,Validation,0.0656166635453701
27,Train,0.06674877212693293
27,Validation,0.06538133571545283
28,Train,0.06684136018157005
28,Validation,0.06526346256335576
29,Train,0.06652577842275302
29,Validation,0.06507777298490207
30,Train,0.06693681422621012
30,Validation,0.06511443853378296
