Epoch,Events,Error
1,Train,0.5221835300326347
1,Validation,0.4562291403611501
2,Train,0.33936228851477307
2,Validation,0.3015212416648865
3,Train,0.241915180037419
3,Validation,0.23811610539754233
4,Train,0.18536460027098656
4,Validation,0.1872586210568746
5,Train,0.15344907840092978
5,Validation,0.15150250494480133
6,Train,0.12817278938988844
6,Validation,0.13048356274763742
7,Train,0.1138645155976216
7,Validation,0.11086514343818028
8,Train,0.10627983572582404
8,Validation,0.10911764701207478
9,Train,0.10247042526801427
9,Validation,0.10108518103758495
10,Train,0.09534145643313725
10,Validation,0.09157288819551468
11,Train,0.08785986714065075
11,Validation,0.0873329887787501
12,Train,0.08611491632958253
12,Validation,0.08348775406678517
13,Train,0.08449872024357319
13,Validation,0.08214094489812851
14,Train,0.08338659691313903
14,Validation,0.08127333720525105
15,Train,0.08221071089307468
15,Validation,0.0799852932492892
16,Train,0.08164156787097454
16,Validation,0.07962450633446376
17,Train,0.08030204847455025
17,Validation,0.07810705155134201
18,Train,0.08003236539661884
18,Validation,0.07760365058978398
19,Train,0.07900491605202357
19,Validation,0.07662888119618098
20,Train,0.078266483421127
20,Validation,0.07613697151343028
21,Train,0.07739782892167568
21,Validation,0.07512813061475754
22,Train,0.07719172909855843
22,Validation,0.07500796516736348
23,Train,0.07692182809114456
23,Validation,0.0750180830558141
24,Train,0.07692560988167922
24,Validation,0.07491324345270793
25,Train,0.07697133471568425
25,Validation,0.0748118981719017
26,Train,0.07662671866516273
26,Validation,0.07485042264064153
27,Train,0.0767792525390784
27,Validation,0.07464227577050526
28,Train,0.07692763395607471
28,Validation,0.0744437575340271
29,Train,0.07624936352173488
29,Validation,0.07436013221740723
30,Train,0.07619718213876088
30,Validation,0.07440653443336487
