Epoch,Events,Error
1,Train,0.5416018391648928
1,Validation,0.4814257025718689
2,Train,0.35052504142125446
2,Validation,0.3098127543926239
3,Train,0.24054391557971636
3,Validation,0.2408138265212377
4,Train,0.18614248683055243
4,Validation,0.18825805683930716
5,Train,0.15720988561709723
5,Validation,0.16660497089227042
6,Train,0.1296766884624958
6,Validation,0.1449790745973587
7,Train,0.11503184462587039
7,Validation,0.12268743415673573
8,Train,0.10474803671240807
8,Validation,0.11697621643543243
9,Train,0.09680019815762837
9,Validation,0.10580917199452718
10,Train,0.08991467456022899
10,Validation,0.09594633430242538
11,Train,0.0837982464581728
11,Validation,0.08950380235910416
12,Train,0.08245445353289445
12,Validation,0.08769877254962921
13,Train,0.08107745150725047
13,Validation,0.0860945334037145
14,Train,0.0807796170314153
14,Validation,0.08513785401980083
15,Train,0.07942143020530541
15,Validation,0.08411325514316559
16,Train,0.07868527248501778
16,Validation,0.0834241658449173
17,Train,0.07789184339344501
17,Validation,0.08219932268063228
18,Train,0.07712998551627
18,Validation,0.08150910834471385
19,Train,0.07569752136866252
19,Validation,0.08191510538260142
20,Train,0.07537867190937202
20,Validation,0.07962269335985184
21,Train,0.07462005503475666
21,Validation,0.0792617325981458
22,Train,0.07475372031331062
22,Validation,0.07926936199267705
23,Train,0.07473571288088958
23,Validation,0.07893645266691844
24,Train,0.07410141763587792
24,Validation,0.07887321462233861
25,Train,0.07406942484279473
25,Validation,0.0789633442958196
26,Train,0.07435103319585323
26,Validation,0.07872367650270462
27,Train,0.07407091309626897
27,Validation,0.078646053870519
28,Train,0.07447446882724762
28,Validation,0.07858795921007793
29,Train,0.07373298952976863
29,Validation,0.07842596123615901
30,Train,0.07387539247671764
30,Validation,0.07841592778762181
