Epoch,Events,Error
1,Train,0.41895805795987445
1,Validation,0.2965327401955922
2,Train,0.20699614534775415
2,Validation,0.19896036386489868
3,Train,0.15829506268103918
3,Validation,0.15222071607907614
4,Train,0.12905539137621722
4,Validation,0.1271582916378975
5,Train,0.11947028028468291
5,Validation,0.11809725066026051
6,Train,0.11139891482889652
6,Validation,0.11350924024979274
7,Train,0.10325856444736321
7,Validation,0.09975895782311757
8,Train,0.09570486657321453
8,Validation,0.10169095049301784
9,Train,0.09078843270738919
9,Validation,0.10331049313147862
10,Train,0.08418650800983112
10,Validation,0.08183913181225459
11,Train,0.07861658185720444
11,Validation,0.08066671590010326
12,Train,0.07591069427629311
12,Validation,0.07477185626824696
13,Train,0.07543813809752464
13,Validation,0.07358854760726292
14,Train,0.07397156705458958
14,Validation,0.07262749473253886
15,Train,0.07283639597396056
15,Validation,0.07180062433083852
16,Train,0.0722789994130532
16,Validation,0.07090435922145844
17,Train,0.07139740325510502
17,Validation,0.07047805438439052
18,Train,0.07102032688756783
18,Validation,0.06999161342779796
19,Train,0.07067336700856686
19,Validation,0.0694564903775851
20,Train,0.06951887098451455
20,Validation,0.06854234884182613
21,Train,0.06959081006546815
21,Validation,0.06808264801899593
22,Train,0.06909449957311153
22,Validation,0.0679585188627243
23,Train,0.06939257743457954
23,Validation,0.06804941594600677
24,Train,0.06943096034228802
24,Validation,0.06776861349741618
25,Train,0.06889652491857608
25,Validation,0.06752562274535497
26,Train,0.06882407019535701
26,Validation,0.06759541481733322
27,Train,0.06853240914642811
27,Validation,0.06753810991843541
28,Train,0.0685967771957318
28,Validation,0.06744280457496643
29,Train,0.06870569661259651
29,Validation,0.06728529060880344
30,Train,0.06859395528833072
30,Validation,0.06733487298091252
