Epoch,Events,Error
1,Train,0.3321908567100763
2,Train,0.1281398396939039
3,Train,0.06636105794459582
4,Train,0.06035405546426773
5,Train,0.051702057104557754
6,Train,0.040655943704769014
7,Train,0.038840298214927314
8,Train,0.03544666247908026
9,Train,0.03743234570138156
10,Train,0.03358117409516126
11,Train,0.017018377711065114
12,Train,0.01485569674987346
13,Train,0.013460879365447908
14,Train,0.011245919484645128
15,Train,0.011212121637072414
16,Train,0.009175425057765096
17,Train,0.009852605313062668
18,Train,0.011276978091336787
19,Train,0.009670239663682878
20,Train,0.010982909775339066
21,Train,0.008647528814617545
22,Train,0.009300228580832482
23,Train,0.008799795142840594
24,Train,0.00946119106374681
25,Train,0.00912338806083426
26,Train,0.008186055754777044
27,Train,0.009153354959562422
28,Train,0.0092732923803851
29,Train,0.009265571588184685
30,Train,0.008006944716908038
