Epoch,Events,Error
1,Train,0.3776957322843373
1,Validation,0.2233807034790516
2,Train,0.1449317717924714
2,Validation,0.11552439350634813
3,Train,0.0873802414862439
3,Validation,0.1515962015837431
4,Train,0.06682857091072947
4,Validation,0.10497705917805433
5,Train,0.05039683554787189
5,Validation,0.28774845227599144
6,Train,0.05027248075930402
6,Validation,0.06872166693210602
7,Train,0.043703176896087825
7,Validation,0.03169805253855884
8,Train,0.03251901234034449
8,Validation,0.0907905837520957
9,Train,0.038223290408495814
9,Validation,0.020301445620134473
10,Train,0.03323761938372627
10,Validation,0.029219425283372402
11,Train,0.01924956447328441
11,Validation,0.013237290200777352
12,Train,0.01604917985969223
12,Validation,0.011459147790446877
13,Train,0.013025589316384867
13,Validation,0.012094240169972181
14,Train,0.01394535758299753
14,Validation,0.011960918782278895
15,Train,0.0134075868409127
15,Validation,0.013550132978707552
16,Train,0.012611628277227283
16,Validation,0.007565503648947924
17,Train,0.012407025322318077
17,Validation,0.008544086711481214
18,Train,0.012023935109027661
18,Validation,0.007381006435025483
19,Train,0.01253692334285006
19,Validation,0.007895948830991983
20,Train,0.012087272683857009
20,Validation,0.008453701855614781
21,Train,0.011099892581114545
21,Validation,0.007708062068559229
22,Train,0.012008851845166646
22,Validation,0.008105578657705337
23,Train,0.011017421129508875
23,Validation,0.007180794083978981
24,Train,0.009835592427407391
24,Validation,0.007282317150384188
25,Train,0.010276050510583445
25,Validation,0.007086428289767355
26,Train,0.011187434065504931
26,Validation,0.007535950455348939
27,Train,0.011952867163927294
27,Validation,0.007129956327844411
28,Train,0.010414263801067136
28,Validation,0.007241532672196627
29,Train,0.010219479227089323
29,Validation,0.007383987423963845
30,Train,0.010718940015067346
30,Validation,0.0070800535613670945
